Dijkstra Shortest-Paths on Subgraph: 1
Path starting at vertex: 6499
(v1 -> v2) - Weighted Distance
(6587 -> 6435) - 418
(6587 -> 6545) - 414
(6587 -> 6423) - 406
(6587 -> 6491) - 374
(6587 -> 6548) - 447
(6587 -> 6315) - 540
(6587 -> 6577) - 454
(6587 -> 6365) - 464
(6587 -> 6313) - 274
(6587 -> 6551) - 448
(6587 -> 6443) - 214
(6587 -> 6470) - 501
(6587 -> 6331) - 432
(6587 -> 6490) - 367
(6587 -> 6411) - 344
(6587 -> 6572) - 455
(6587 -> 6380) - 263
(6587 -> 6526) - 409
(6587 -> 6518) - 439
(6587 -> 6560) - 443
(6587 -> 6436) - 447
(6587 -> 6556) - 461
Max Path: (6587 -> 6336) - 629

Path starting at vertex: 6442
(v1 -> v2) - Weighted Distance
(6442 -> 6499) - 297
(6442 -> 6525) - 271
(6442 -> 6590) - 260
(6442 -> 6576) - 220
(6442 -> 6414) - 382
(6442 -> 6476) - 320
(6442 -> 6540) - 184
(6442 -> 6567) - 229
(6442 -> 6502) - 294
(6442 -> 6581) - 225
(6442 -> 6566) - 230
(6442 -> 6354) - 442
(6442 -> 6417) - 379
(6442 -> 6368) - 428
(6442 -> 6378) - 256
(6442 -> 6374) - 220
(6442 -> 6382) - 250
(6442 -> 6420) - 398
(6442 -> 6375) - 461
(6442 -> 6554) - 436
(6442 -> 6492) - 346
(6442 -> 6300) - 278
(6442 -> 6305) - 273
(6442 -> 6444) - 298
(6442 -> 6552) - 190
(6442 -> 6405) - 337
(6442 -> 6538) - 180
(6442 -> 6328) - 414
(6442 -> 6536) - 174
(6442 -> 6493) - 249
(6442 -> 6394) - 48
(6442 -> 6402) - 40
(6442 -> 6585) - 223
(6442 -> 6534) - 176
(6442 -> 6376) - 202
(6442 -> 6587) - 241
(6442 -> 6442) - 0
(6442 -> 6516) - 312
(6442 -> 6428) - 218
(6442 -> 6530) - 298
(6442 -> 6568) - 260
(6442 -> 6327) - 397
(6442 -> 6343) - 485
(6442 -> 6344) - 404
(6442 -> 6500) - 350
(6442 -> 6496) - 360
(6442 -> 6440) - 308
(6442 -> 6555) - 357
(6442 -> 6383) - 251
(6442 -> 6580) - 332
(6442 -> 6457) - 303
(6442 -> 6452) - 460
(6442 -> 6377) - 333
(6442 -> 6504) - 256
(6442 -> 6461) - 373
(6442 -> 6494) - 340
(6442 -> 6409) - 351
(6442 -> 6317) - 277
(6442 -> 6465) - 311
(6442 -> 6307) - 287
(6442 -> 6333) - 179
(6442 -> 6387) - 233
(6442 -> 6379) - 359
(6442 -> 6367) - 393
(6442 -> 6312) - 398
(6442 -> 6527) - 279
(6442 -> 6515) - 341
(6442 -> 6479) - 231
(6442 -> 6453) - 307
(6442 -> 6462) - 344
(6442 -> 6565) - 209
(6442 -> 6330) - 380
(6442 -> 6397) - 313
(6442 -> 6342) - 132
(6442 -> 6520) - 190
(6442 -> 6337) - 283
(6442 -> 6473) - 263
(6442 -> 6372) - 248
(6442 -> 6434) - 280
(6442 -> 6463) - 253
(6442 -> 6326) - 116
(6442 -> 6421) - 211
(6442 -> 6389) - 243
(6442 -> 6388) - 244
(6442 -> 6352) - 280
(6442 -> 6408) - 262
(6442 -> 6486) - 288
(6442 -> 6482) - 346
(6442 -> 6359) - 415
(6442 -> 6427) - 347
(6442 -> 6399) - 43
(6442 -> 6539) - 235
(6442 -> 6314) - 160
(6442 -> 6415) - 59
(6442 -> 6347) - 193
(6442 -> 6472) - 318
(6442 -> 6468) - 322
(6442 -> 6381) - 409
(6442 -> 6478) - 246
(6442 -> 6308) - 134
(6442 -> 6336) - 388
(6442 -> 6363) - 361
(6442 -> 6584) - 430
(6442 -> 6435) - 341
(6442 -> 6545) - 451
(6442 -> 6423) - 353
(6442 -> 6491) - 419
(6442 -> 6548) - 302
(6442 -> 6315) - 395
(6442 -> 6577) - 421
(6442 -> 6365) - 431
(6442 -> 6313) - 515
(6442 -> 6551) - 429
(6442 -> 6443) - 273
(6442 -> 6470) - 260
(6442 -> 6331) - 417
(6442 -> 6490) - 306
(6442 -> 6411) - 287
(6442 -> 6572) - 500
(6442 -> 6380) - 308
(6442 -> 6526) - 454
(6442 -> 6518) - 290
(6442 -> 6560) - 488
(6442 -> 6436) - 282
(6442 -> 6556) - 312
Max Path: (6442 -> 6313) - 515

Path starting at vertex: 6516
(v1 -> v2) - Weighted Distance
(6516 -> 6499) - 567
(6516 -> 6525) - 541
(6516 -> 6590) - 476
(6516 -> 6576) - 500
(6516 -> 6414) - 662
(6516 -> 6476) - 424
(6516 -> 6540) - 496
(6516 -> 6567) - 509
(6516 -> 6502) - 426
(6516 -> 6581) - 505
(6516 -> 6566) - 490
(6516 -> 6354) - 544
(6516 -> 6417) - 341
(6516 -> 6368) - 688
(6516 -> 6378) - 346
(6516 -> 6374) - 374
(6516 -> 6382) - 340
(6516 -> 6420) - 478
(6516 -> 6375) - 547
(6516 -> 6554) - 542
(6516 -> 6492) - 532
(6516 -> 6300) - 358
(6516 -> 6305) - 363
(6516 -> 6444) - 484
(6516 -> 6552) - 410
(6516 -> 6405) - 557
(6516 -> 6538) - 396
(6516 -> 6328) - 634
(6516 -> 6536) - 394
(6516 -> 6493) - 469
(6516 -> 6394) - 264
(6516 -> 6402) - 352
(6516 -> 6585) - 443
(6516 -> 6534) - 392
(6516 -> 6376) - 434
(6516 -> 6587) - 71
(6516 -> 6442) - 312
(6516 -> 6516) - 0
(6516 -> 6428) - 230
(6516 -> 6530) - 128
(6516 -> 6568) - 90
(6516 -> 6327) - 331
(6516 -> 6343) - 315
(6516 -> 6344) - 348
(6516 -> 6500) - 504
(6516 -> 6496) - 338
(6516 -> 6440) - 398
(6516 -> 6555) - 463
(6516 -> 6383) - 341
(6516 -> 6580) - 438
(6516 -> 6457) - 377
(6516 -> 6452) - 566
(6516 -> 6377) - 549
(6516 -> 6504) - 362
(6516 -> 6461) - 509
(6516 -> 6494) - 494
(6516 -> 6409) - 457
(6516 -> 6317) - 431
(6516 -> 6465) - 465
(6516 -> 6307) - 441
(6516 -> 6333) - 415
(6516 -> 6387) - 361
(6516 -> 6379) - 455
(6516 -> 6367) - 291
(6516 -> 6312) - 522
(6516 -> 6527) - 385
(6516 -> 6515) - 319
(6516 -> 6479) - 337
(6516 -> 6453) - 413
(6516 -> 6462) - 450
(6516 -> 6565) - 251
(6516 -> 6330) - 428
(6516 -> 6397) - 471
(6516 -> 6342) - 444
(6516 -> 6520) - 406
(6516 -> 6337) - 411
(6516 -> 6473) - 275
(6516 -> 6372) - 376
(6516 -> 6434) - 382
(6516 -> 6463) - 265
(6516 -> 6326) - 332
(6516 -> 6421) - 301
(6516 -> 6389) - 269
(6516 -> 6388) - 334
(6516 -> 6352) - 306
(6516 -> 6408) - 250
(6516 -> 6486) - 172
(6516 -> 6482) - 176
(6516 -> 6359) - 299
(6516 -> 6427) - 231
(6516 -> 6399) - 355
(6516 -> 6539) - 277
(6516 -> 6314) - 434
(6516 -> 6415) - 371
(6516 -> 6347) - 463
(6516 -> 6472) - 544
(6516 -> 6468) - 540
(6516 -> 6381) - 453
(6516 -> 6478) - 558
(6516 -> 6308) - 446
(6516 -> 6336) - 700
(6516 -> 6363) - 673
(6516 -> 6584) - 584
(6516 -> 6435) - 489
(6516 -> 6545) - 485
(6516 -> 6423) - 477
(6516 -> 6491) - 445
(6516 -> 6548) - 518
(6516 -> 6315) - 611
(6516 -> 6577) - 525
(6516 -> 6365) - 535
(6516 -> 6313) - 345
(6516 -> 6551) - 519
(6516 -> 6443) - 285
(6516 -> 6470) - 572
(6516 -> 6331) - 503
(6516 -> 6490) - 438
(6516 -> 6411) - 415
(6516 -> 6572) - 526
(6516 -> 6380) - 334
(6516 -> 6526) - 480
(6516 -> 6518) - 510
(6516 -> 6560) - 514
(6516 -> 6436) - 518
(6516 -> 6556) - 532
Max Path: (6516 -> 6336) - 700

Path starting at vertex: 6428
(v1 -> v2) - Weighted Distance
(6428 -> 6499) - 395
(6428 -> 6525) - 369
(6428 -> 6590) - 396
(6428 -> 6576) - 318
(6428 -> 6414) - 480
(6428 -> 6476) - 220
(6428 -> 6540) - 354
(6428 -> 6567) - 309
(6428 -> 6502) - 382
(6428 -> 6581) - 323
(6428 -> 6566) - 308
(6428 -> 6354) - 376
(6428 -> 6417) - 325
(6428 -> 6368) - 506
(6428 -> 6378) - 120
(6428 -> 6374) - 144
(6428 -> 6382) - 126
(6428 -> 6420) - 442
(6428 -> 6375) - 355
(6428 -> 6554) - 412
(6428 -> 6492) - 486
(6428 -> 6300) - 342
(6428 -> 6305) - 337
(6428 -> 6444) - 438
(6428 -> 6552) - 330
(6428 -> 6405) - 477
(6428 -> 6538) - 316
(6428 -> 6328) - 554
(6428 -> 6536) - 314
(6428 -> 6493) - 389
(6428 -> 6394) - 266
(6428 -> 6402) - 258
(6428 -> 6585) - 363
(6428 -> 6534) - 312
(6428 -> 6376) - 266
(6428 -> 6587) - 159
(6428 -> 6442) - 218
(6428 -> 6516) - 230
(6428 -> 6428) - 0
(6428 -> 6530) - 216
(6428 -> 6568) - 178
(6428 -> 6327) - 295
(6428 -> 6343) - 403
(6428 -> 6344) - 278
(6428 -> 6500) - 350
(6428 -> 6496) - 146
(6428 -> 6440) - 182
(6428 -> 6555) - 283
(6428 -> 6383) - 125
(6428 -> 6580) - 308
(6428 -> 6457) - 185
(6428 -> 6452) - 386
(6428 -> 6377) - 381
(6428 -> 6504) - 232
(6428 -> 6461) - 297
(6428 -> 6494) - 264
(6428 -> 6409) - 327
(6428 -> 6317) - 201
(6428 -> 6465) - 235
(6428 -> 6307) - 211
(6428 -> 6333) - 185
(6428 -> 6387) - 131
(6428 -> 6379) - 263
(6428 -> 6367) - 275
(6428 -> 6312) - 330
(6428 -> 6527) - 255
(6428 -> 6515) - 127
(6428 -> 6479) - 257
(6428 -> 6453) - 283
(6428 -> 6462) - 320
(6428 -> 6565) - 309
(6428 -> 6330) - 406
(6428 -> 6397) - 241
(6428 -> 6342) - 350
(6428 -> 6520) - 326
(6428 -> 6337) - 181
(6428 -> 6473) - 45
(6428 -> 6372) - 146
(6428 -> 6434) - 178
(6428 -> 6463) - 35
(6428 -> 6326) - 102
(6428 -> 6421) - 165
(6428 -> 6389) - 197
(6428 -> 6388) - 198
(6428 -> 6352) - 234
(6428 -> 6408) - 216
(6428 -> 6486) - 260
(6428 -> 6482) - 264
(6428 -> 6359) - 387
(6428 -> 6427) - 215
(6428 -> 6399) - 261
(6428 -> 6539) - 283
(6428 -> 6314) - 204
(6428 -> 6415) - 277
(6428 -> 6347) - 237
(6428 -> 6472) - 352
(6428 -> 6468) - 348
(6428 -> 6381) - 261
(6428 -> 6478) - 362
(6428 -> 6308) - 334
(6428 -> 6336) - 558
(6428 -> 6363) - 531
(6428 -> 6584) - 354
(6428 -> 6435) - 265
(6428 -> 6545) - 375
(6428 -> 6423) - 273
(6428 -> 6491) - 341
(6428 -> 6548) - 438
(6428 -> 6315) - 531
(6428 -> 6577) - 321
(6428 -> 6365) - 331
(6428 -> 6313) - 433
(6428 -> 6551) - 293
(6428 -> 6443) - 55
(6428 -> 6470) - 478
(6428 -> 6331) - 311
(6428 -> 6490) - 394
(6428 -> 6411) - 185
(6428 -> 6572) - 422
(6428 -> 6380) - 262
(6428 -> 6526) - 376
(6428 -> 6518) - 430
(6428 -> 6560) - 410
(6428 -> 6436) - 288
(6428 -> 6556) - 452
Max Path: (6428 -> 6336) - 558

Path starting at vertex: 6530
(v1 -> v2) - Weighted Distance
(6530 -> 6499) - 439
(6530 -> 6525) - 413
(6530 -> 6590) - 348
(6530 -> 6576) - 372
(6530 -> 6414) - 534
(6530 -> 6476) - 296
(6530 -> 6540) - 408
(6530 -> 6567) - 381
(6530 -> 6502) - 298
(6530 -> 6581) - 377
(6530 -> 6566) - 362
(6530 -> 6354) - 416
(6530 -> 6417) - 213
(6530 -> 6368) - 560
(6530 -> 6378) - 218
(6530 -> 6374) - 314
(6530 -> 6382) - 212
(6530 -> 6420) - 350
(6530 -> 6375) - 419
(6530 -> 6554) - 414
(6530 -> 6492) - 404
(6530 -> 6300) - 230
(6530 -> 6305) - 235
(6530 -> 6444) - 356
(6530 -> 6552) - 282
(6530 -> 6405) - 429
(6530 -> 6538) - 268
(6530 -> 6328) - 506
(6530 -> 6536) - 266
(6530 -> 6493) - 341
(6530 -> 6394) - 250
(6530 -> 6402) - 292
(6530 -> 6585) - 315
(6530 -> 6534) - 264
(6530 -> 6376) - 306
(6530 -> 6587) - 57
(6530 -> 6442) - 298
(6530 -> 6516) - 128
(6530 -> 6428) - 216
(6530 -> 6530) - 0
(6530 -> 6568) - 76
(6530 -> 6327) - 317
(6530 -> 6343) - 301
(6530 -> 6344) - 334
(6530 -> 6500) - 426
(6530 -> 6496) - 210
(6530 -> 6440) - 270
(6530 -> 6555) - 335
(6530 -> 6383) - 213
(6530 -> 6580) - 310
(6530 -> 6457) - 249
(6530 -> 6452) - 438
(6530 -> 6377) - 421
(6530 -> 6504) - 234
(6530 -> 6461) - 381
(6530 -> 6494) - 414
(6530 -> 6409) - 329
(6530 -> 6317) - 371
(6530 -> 6465) - 391
(6530 -> 6307) - 381
(6530 -> 6333) - 355
(6530 -> 6387) - 301
(6530 -> 6379) - 327
(6530 -> 6367) - 163
(6530 -> 6312) - 394
(6530 -> 6527) - 257
(6530 -> 6515) - 191
(6530 -> 6479) - 209
(6530 -> 6453) - 285
(6530 -> 6462) - 322
(6530 -> 6565) - 123
(6530 -> 6330) - 300
(6530 -> 6397) - 401
(6530 -> 6342) - 378
(6530 -> 6520) - 278
(6530 -> 6337) - 351
(6530 -> 6473) - 261
(6530 -> 6372) - 316
(6530 -> 6434) - 254
(6530 -> 6463) - 251
(6530 -> 6326) - 268
(6530 -> 6421) - 173
(6530 -> 6389) - 141
(6530 -> 6388) - 206
(6530 -> 6352) - 178
(6530 -> 6408) - 122
(6530 -> 6486) - 44
(6530 -> 6482) - 48
(6530 -> 6359) - 171
(6530 -> 6427) - 103
(6530 -> 6399) - 289
(6530 -> 6539) - 149
(6530 -> 6314) - 368
(6530 -> 6415) - 305
(6530 -> 6347) - 335
(6530 -> 6472) - 416
(6530 -> 6468) - 412
(6530 -> 6381) - 325
(6530 -> 6478) - 470
(6530 -> 6308) - 374
(6530 -> 6336) - 602
(6530 -> 6363) - 583
(6530 -> 6584) - 510
(6530 -> 6435) - 361
(6530 -> 6545) - 357
(6530 -> 6423) - 349
(6530 -> 6491) - 317
(6530 -> 6548) - 390
(6530 -> 6315) - 483
(6530 -> 6577) - 397
(6530 -> 6365) - 407
(6530 -> 6313) - 331
(6530 -> 6551) - 391
(6530 -> 6443) - 263
(6530 -> 6470) - 506
(6530 -> 6331) - 375
(6530 -> 6490) - 310
(6530 -> 6411) - 355
(6530 -> 6572) - 398
(6530 -> 6380) - 206
(6530 -> 6526) - 352
(6530 -> 6518) - 382
(6530 -> 6560) - 386
(6530 -> 6436) - 458
(6530 -> 6556) - 404
Max Path: (6530 -> 6336) - 602

Path starting at vertex: 6568
(v1 -> v2) - Weighted Distance
(6568 -> 6499) - 515
(6568 -> 6525) - 489
(6568 -> 6590) - 424
(6568 -> 6576) - 448
(6568 -> 6414) - 610
(6568 -> 6476) - 372
(6568 -> 6540) - 444
(6568 -> 6567) - 457
(6568 -> 6502) - 374
(6568 -> 6581) - 453
(6568 -> 6566) - 438
(6568 -> 6354) - 492
(6568 -> 6417) - 289
(6568 -> 6368) - 636
(6568 -> 6378) - 294
(6568 -> 6374) - 322
(6568 -> 6382) - 288
(6568 -> 6420) - 426
(6568 -> 6375) - 495
(6568 -> 6554) - 490
(6568 -> 6492) - 480
(6568 -> 6300) - 306
(6568 -> 6305) - 311
(6568 -> 6444) - 432
(6568 -> 6552) - 358
(6568 -> 6405) - 505
(6568 -> 6538) - 344
(6568 -> 6328) - 582
(6568 -> 6536) - 342
(6568 -> 6493) - 417
(6568 -> 6394) - 212
(6568 -> 6402) - 300
(6568 -> 6585) - 391
(6568 -> 6534) - 340
(6568 -> 6376) - 382
(6568 -> 6587) - 19
(6568 -> 6442) - 260
(6568 -> 6516) - 90
(6568 -> 6428) - 178
(6568 -> 6530) - 76
(6568 -> 6568) - 0
(6568 -> 6327) - 241
(6568 -> 6343) - 225
(6568 -> 6344) - 258
(6568 -> 6500) - 414
(6568 -> 6496) - 286
(6568 -> 6440) - 346
(6568 -> 6555) - 411
(6568 -> 6383) - 289
(6568 -> 6580) - 386
(6568 -> 6457) - 325
(6568 -> 6452) - 514
(6568 -> 6377) - 497
(6568 -> 6504) - 310
(6568 -> 6461) - 457
(6568 -> 6494) - 442
(6568 -> 6409) - 405
(6568 -> 6317) - 379
(6568 -> 6465) - 413
(6568 -> 6307) - 389
(6568 -> 6333) - 363
(6568 -> 6387) - 309
(6568 -> 6379) - 403
(6568 -> 6367) - 239
(6568 -> 6312) - 470
(6568 -> 6527) - 333
(6568 -> 6515) - 267
(6568 -> 6479) - 285
(6568 -> 6453) - 361
(6568 -> 6462) - 398
(6568 -> 6565) - 199
(6568 -> 6330) - 376
(6568 -> 6397) - 419
(6568 -> 6342) - 392
(6568 -> 6520) - 354
(6568 -> 6337) - 359
(6568 -> 6473) - 223
(6568 -> 6372) - 324
(6568 -> 6434) - 330
(6568 -> 6463) - 213
(6568 -> 6326) - 280
(6568 -> 6421) - 249
(6568 -> 6389) - 217
(6568 -> 6388) - 282
(6568 -> 6352) - 254
(6568 -> 6408) - 198
(6568 -> 6486) - 120
(6568 -> 6482) - 124
(6568 -> 6359) - 247
(6568 -> 6427) - 179
(6568 -> 6399) - 303
(6568 -> 6539) - 225
(6568 -> 6314) - 382
(6568 -> 6415) - 319
(6568 -> 6347) - 411
(6568 -> 6472) - 492
(6568 -> 6468) - 488
(6568 -> 6381) - 401
(6568 -> 6478) - 506
(6568 -> 6308) - 394
(6568 -> 6336) - 648
(6568 -> 6363) - 621
(6568 -> 6584) - 532
(6568 -> 6435) - 437
(6568 -> 6545) - 433
(6568 -> 6423) - 425
(6568 -> 6491) - 393
(6568 -> 6548) - 466
(6568 -> 6315) - 559
(6568 -> 6577) - 459
(6568 -> 6365) - 483
(6568 -> 6313) - 255
(6568 -> 6551) - 467
(6568 -> 6443) - 233
(6568 -> 6470) - 520
(6568 -> 6331) - 451
(6568 -> 6490) - 386
(6568 -> 6411) - 363
(6568 -> 6572) - 474
(6568 -> 6380) - 282
(6568 -> 6526) - 428
(6568 -> 6518) - 458
(6568 -> 6560) - 462
(6568 -> 6436) - 466
(6568 -> 6556) - 480
Max Path: (6568 -> 6336) - 648

Path starting at vertex: 6327
(v1 -> v2) - Weighted Distance
(6327 -> 6499) - 326
(6327 -> 6525) - 300
(6327 -> 6590) - 263
(6327 -> 6576) - 249
(6327 -> 6414) - 411
(6327 -> 6476) - 303
(6327 -> 6540) - 213
(6327 -> 6567) - 258
(6327 -> 6502) - 323
(6327 -> 6581) - 254
(6327 -> 6566) - 259
(6327 -> 6354) - 399
(6327 -> 6417) - 386
(6327 -> 6368) - 457
(6327 -> 6378) - 175
(6327 -> 6374) - 329
(6327 -> 6382) - 171
(6327 -> 6420) - 465
(6327 -> 6375) - 378
(6327 -> 6554) - 473
(6327 -> 6492) - 429
(6327 -> 6300) - 403
(6327 -> 6305) - 398
(6327 -> 6444) - 381
(6327 -> 6552) - 365
(6327 -> 6405) - 512
(6327 -> 6538) - 351
(6327 -> 6328) - 589
(6327 -> 6536) - 349
(6327 -> 6493) - 424
(6327 -> 6394) - 445
(6327 -> 6402) - 357
(6327 -> 6585) - 398
(6327 -> 6534) - 347
(6327 -> 6376) - 327
(6327 -> 6587) - 260
(6327 -> 6442) - 397
(6327 -> 6516) - 331
(6327 -> 6428) - 295
(6327 -> 6530) - 317
(6327 -> 6568) - 241
(6327 -> 6327) - 0
(6327 -> 6343) - 466
(6327 -> 6344) - 17
(6327 -> 6500) - 173
(6327 -> 6496) - 169
(6327 -> 6440) - 113
(6327 -> 6555) - 228
(6327 -> 6383) - 170
(6327 -> 6580) - 253
(6327 -> 6457) - 246
(6327 -> 6452) - 331
(6327 -> 6377) - 456
(6327 -> 6504) - 293
(6327 -> 6461) - 440
(6327 -> 6494) - 449
(6327 -> 6409) - 388
(6327 -> 6317) - 386
(6327 -> 6465) - 292
(6327 -> 6307) - 396
(6327 -> 6333) - 370
(6327 -> 6387) - 342
(6327 -> 6379) - 324
(6327 -> 6367) - 336
(6327 -> 6312) - 353
(6327 -> 6527) - 316
(6327 -> 6515) - 188
(6327 -> 6479) - 318
(6327 -> 6453) - 344
(6327 -> 6462) - 381
(6327 -> 6565) - 404
(6327 -> 6330) - 467
(6327 -> 6397) - 452
(6327 -> 6342) - 429
(6327 -> 6520) - 333
(6327 -> 6337) - 392
(6327 -> 6473) - 340
(6327 -> 6372) - 331
(6327 -> 6434) - 345
(6327 -> 6463) - 260
(6327 -> 6326) - 305
(6327 -> 6421) - 210
(6327 -> 6389) - 242
(6327 -> 6388) - 243
(6327 -> 6352) - 279
(6327 -> 6408) - 261
(6327 -> 6486) - 335
(6327 -> 6482) - 365
(6327 -> 6359) - 462
(6327 -> 6427) - 276
(6327 -> 6399) - 354
(6327 -> 6539) - 430
(6327 -> 6314) - 389
(6327 -> 6415) - 370
(6327 -> 6347) - 356
(6327 -> 6472) - 375
(6327 -> 6468) - 371
(6327 -> 6381) - 284
(6327 -> 6478) - 275
(6327 -> 6308) - 395
(6327 -> 6336) - 417
(6327 -> 6363) - 390
(6327 -> 6584) - 411
(6327 -> 6435) - 262
(6327 -> 6545) - 372
(6327 -> 6423) - 250
(6327 -> 6491) - 318
(6327 -> 6548) - 305
(6327 -> 6315) - 538
(6327 -> 6577) - 404
(6327 -> 6365) - 414
(6327 -> 6313) - 496
(6327 -> 6551) - 348
(6327 -> 6443) - 260
(6327 -> 6470) - 557
(6327 -> 6331) - 334
(6327 -> 6490) - 335
(6327 -> 6411) - 370
(6327 -> 6572) - 399
(6327 -> 6380) - 307
(6327 -> 6526) - 353
(6327 -> 6518) - 465
(6327 -> 6560) - 387
(6327 -> 6436) - 473
(6327 -> 6556) - 487
Max Path: (6327 -> 6328) - 589

Path starting at vertex: 6343
(v1 -> v2) - Weighted Distance
(6343 -> 6499) - 512
(6343 -> 6525) - 486
(6343 -> 6590) - 551
(6343 -> 6576) - 435
(6343 -> 6414) - 597
(6343 -> 6476) - 335
(6343 -> 6540) - 471
(6343 -> 6567) - 444
(6343 -> 6502) - 509
(6343 -> 6581) - 440
(6343 -> 6566) - 445
(6343 -> 6354) - 657
(6343 -> 6417) - 514
(6343 -> 6368) - 643
(6343 -> 6378) - 441
(6343 -> 6374) - 437
(6343 -> 6382) - 447
(6343 -> 6420) - 651
(6343 -> 6375) - 678
(6343 -> 6554) - 715
(6343 -> 6492) - 615
(6343 -> 6300) - 531
(6343 -> 6305) - 536
(6343 -> 6444) - 567
(6343 -> 6552) - 583
(6343 -> 6405) - 728
(6343 -> 6538) - 569
(6343 -> 6328) - 807
(6343 -> 6536) - 567
(6343 -> 6493) - 642
(6343 -> 6394) - 437
(6343 -> 6402) - 525
(6343 -> 6585) - 616
(6343 -> 6534) - 565
(6343 -> 6376) - 559
(6343 -> 6587) - 244
(6343 -> 6442) - 485
(6343 -> 6516) - 315
(6343 -> 6428) - 403
(6343 -> 6530) - 301
(6343 -> 6568) - 225
(6343 -> 6327) - 466
(6343 -> 6343) - 0
(6343 -> 6344) - 483
(6343 -> 6500) - 465
(6343 -> 6496) - 511
(6343 -> 6440) - 503
(6343 -> 6555) - 618
(6343 -> 6383) - 446
(6343 -> 6580) - 611
(6343 -> 6457) - 520
(6343 -> 6452) - 721
(6343 -> 6377) - 674
(6343 -> 6504) - 535
(6343 -> 6461) - 590
(6343 -> 6494) - 557
(6343 -> 6409) - 630
(6343 -> 6317) - 494
(6343 -> 6465) - 430
(6343 -> 6307) - 504
(6343 -> 6333) - 478
(6343 -> 6387) - 424
(6343 -> 6379) - 576
(6343 -> 6367) - 464
(6343 -> 6312) - 665
(6343 -> 6527) - 558
(6343 -> 6515) - 492
(6343 -> 6479) - 510
(6343 -> 6453) - 586
(6343 -> 6462) - 623
(6343 -> 6565) - 424
(6343 -> 6330) - 601
(6343 -> 6397) - 534
(6343 -> 6342) - 617
(6343 -> 6520) - 579
(6343 -> 6337) - 474
(6343 -> 6473) - 448
(6343 -> 6372) - 439
(6343 -> 6434) - 377
(6343 -> 6463) - 438
(6343 -> 6326) - 505
(6343 -> 6421) - 474
(6343 -> 6389) - 442
(6343 -> 6388) - 507
(6343 -> 6352) - 479
(6343 -> 6408) - 423
(6343 -> 6486) - 345
(6343 -> 6482) - 349
(6343 -> 6359) - 472
(6343 -> 6427) - 404
(6343 -> 6399) - 528
(6343 -> 6539) - 450
(6343 -> 6314) - 497
(6343 -> 6415) - 544
(6343 -> 6347) - 530
(6343 -> 6472) - 649
(6343 -> 6468) - 645
(6343 -> 6381) - 626
(6343 -> 6478) - 533
(6343 -> 6308) - 619
(6343 -> 6336) - 675
(6343 -> 6363) - 648
(6343 -> 6584) - 549
(6343 -> 6435) - 400
(6343 -> 6545) - 510
(6343 -> 6423) - 388
(6343 -> 6491) - 456
(6343 -> 6548) - 593
(6343 -> 6315) - 784
(6343 -> 6577) - 234
(6343 -> 6365) - 446
(6343 -> 6313) - 30
(6343 -> 6551) - 268
(6343 -> 6443) - 458
(6343 -> 6470) - 745
(6343 -> 6331) - 676
(6343 -> 6490) - 521
(6343 -> 6411) - 478
(6343 -> 6572) - 537
(6343 -> 6380) - 507
(6343 -> 6526) - 491
(6343 -> 6518) - 683
(6343 -> 6560) - 525
(6343 -> 6436) - 581
(6343 -> 6556) - 705
Max Path: (6343 -> 6328) - 807

Path starting at vertex: 6344
(v1 -> v2) - Weighted Distance
(6344 -> 6499) - 343
(6344 -> 6525) - 317
(6344 -> 6590) - 280
(6344 -> 6576) - 266
(6344 -> 6414) - 428
(6344 -> 6476) - 320
(6344 -> 6540) - 230
(6344 -> 6567) - 275
(6344 -> 6502) - 340
(6344 -> 6581) - 271
(6344 -> 6566) - 276
(6344 -> 6354) - 416
(6344 -> 6417) - 403
(6344 -> 6368) - 474
(6344 -> 6378) - 158
(6344 -> 6374) - 346
(6344 -> 6382) - 154
(6344 -> 6420) - 482
(6344 -> 6375) - 395
(6344 -> 6554) - 464
(6344 -> 6492) - 446
(6344 -> 6300) - 420
(6344 -> 6305) - 415
(6344 -> 6444) - 398
(6344 -> 6552) - 382
(6344 -> 6405) - 529
(6344 -> 6538) - 368
(6344 -> 6328) - 606
(6344 -> 6536) - 366
(6344 -> 6493) - 441
(6344 -> 6394) - 452
(6344 -> 6402) - 374
(6344 -> 6585) - 415
(6344 -> 6534) - 364
(6344 -> 6376) - 344
(6344 -> 6587) - 277
(6344 -> 6442) - 404
(6344 -> 6516) - 348
(6344 -> 6428) - 278
(6344 -> 6530) - 334
(6344 -> 6568) - 258
(6344 -> 6327) - 17
(6344 -> 6343) - 483
(6344 -> 6344) - 0
(6344 -> 6500) - 190
(6344 -> 6496) - 186
(6344 -> 6440) - 96
(6344 -> 6555) - 211
(6344 -> 6383) - 153
(6344 -> 6580) - 236
(6344 -> 6457) - 263
(6344 -> 6452) - 314
(6344 -> 6377) - 439
(6344 -> 6504) - 310
(6344 -> 6461) - 457
(6344 -> 6494) - 466
(6344 -> 6409) - 405
(6344 -> 6317) - 403
(6344 -> 6465) - 309
(6344 -> 6307) - 413
(6344 -> 6333) - 387
(6344 -> 6387) - 359
(6344 -> 6379) - 341
(6344 -> 6367) - 353
(6344 -> 6312) - 370
(6344 -> 6527) - 307
(6344 -> 6515) - 205
(6344 -> 6479) - 335
(6344 -> 6453) - 361
