Dijkstra Shortest-Paths on Subgraph: 1
Path starting at vertex: 6499
(v1 -> v2) - Weighted Distance
(6314 -> 6421) - 339
(6314 -> 6389) - 371
(6314 -> 6388) - 306
(6314 -> 6352) - 400
(6314 -> 6408) - 390
(6314 -> 6486) - 330
(6314 -> 6482) - 416
(6314 -> 6359) - 457
(6314 -> 6427) - 289
(6314 -> 6399) - 117
(6314 -> 6539) - 225
(6314 -> 6314) - 0
(6314 -> 6415) - 101
(6314 -> 6347) - 33
(6314 -> 6472) - 158
(6314 -> 6468) - 162
(6314 -> 6381) - 249
(6314 -> 6478) - 278
(6314 -> 6308) - 130
(6314 -> 6336) - 430
(6314 -> 6363) - 403
(6314 -> 6584) - 270
(6314 -> 6435) - 181
(6314 -> 6545) - 291
(6314 -> 6423) - 193
(6314 -> 6491) - 261
(6314 -> 6548) - 350
(6314 -> 6315) - 443
(6314 -> 6577) - 263
(6314 -> 6365) - 273
(6314 -> 6313) - 527
(6314 -> 6551) - 497
(6314 -> 6443) - 259
(6314 -> 6470) - 292
(6314 -> 6331) - 307
(6314 -> 6490) - 348
(6314 -> 6411) - 127
(6314 -> 6572) - 342
(6314 -> 6380) - 372
(6314 -> 6526) - 296
(6314 -> 6518) - 338
(6314 -> 6560) - 330
(6314 -> 6436) - 122
(6314 -> 6556) - 360
Max Path: (6314 -> 6313) - 527

Path starting at vertex: 6415
(v1 -> v2) - Weighted Distance
(6415 -> 6499) - 270
(6415 -> 6525) - 244
(6415 -> 6590) - 239
(6415 -> 6576) - 193
(6415 -> 6414) - 355
(6415 -> 6476) - 263
(6415 -> 6540) - 157
(6415 -> 6567) - 202
(6415 -> 6502) - 267
(6415 -> 6581) - 198
(6415 -> 6566) - 203
(6415 -> 6354) - 415
(6415 -> 6417) - 352
(6415 -> 6368) - 401
(6415 -> 6378) - 315
(6415 -> 6374) - 161
(6415 -> 6382) - 309
(6415 -> 6420) - 359
(6415 -> 6375) - 436
(6415 -> 6554) - 415
(6415 -> 6492) - 325
(6415 -> 6300) - 239
(6415 -> 6305) - 234
(6415 -> 6444) - 277
(6415 -> 6552) - 169
(6415 -> 6405) - 316
(6415 -> 6538) - 159
(6415 -> 6328) - 393
(6415 -> 6536) - 153
(6415 -> 6493) - 228
(6415 -> 6394) - 107
(6415 -> 6402) - 19
(6415 -> 6585) - 202
(6415 -> 6534) - 155
(6415 -> 6376) - 163
(6415 -> 6587) - 300
(6415 -> 6442) - 59
(6415 -> 6516) - 371
(6415 -> 6428) - 277
(6415 -> 6530) - 305
(6415 -> 6568) - 319
(6415 -> 6327) - 370
(6415 -> 6343) - 544
(6415 -> 6344) - 387
(6415 -> 6500) - 329
(6415 -> 6496) - 321
(6415 -> 6440) - 367
(6415 -> 6555) - 336
(6415 -> 6383) - 310
(6415 -> 6580) - 311
(6415 -> 6457) - 244
(6415 -> 6452) - 439
(6415 -> 6377) - 312
(6415 -> 6504) - 235
(6415 -> 6461) - 314
(6415 -> 6494) - 281
(6415 -> 6409) - 330
(6415 -> 6317) - 218
(6415 -> 6465) - 252
(6415 -> 6307) - 228
(6415 -> 6333) - 120
(6415 -> 6387) - 174
(6415 -> 6379) - 300
(6415 -> 6367) - 334
(6415 -> 6312) - 377
(6415 -> 6527) - 258
(6415 -> 6515) - 302
(6415 -> 6479) - 210
(6415 -> 6453) - 286
(6415 -> 6462) - 323
(6415 -> 6565) - 182
(6415 -> 6330) - 359
(6415 -> 6397) - 284
(6415 -> 6342) - 73
(6415 -> 6520) - 169
(6415 -> 6337) - 224
(6415 -> 6473) - 260
(6415 -> 6372) - 189
(6415 -> 6434) - 221
(6415 -> 6463) - 312
(6415 -> 6326) - 175
(6415 -> 6421) - 270
(6415 -> 6389) - 302
(6415 -> 6388) - 303
(6415 -> 6352) - 339
(6415 -> 6408) - 321
(6415 -> 6486) - 261
(6415 -> 6482) - 353
(6415 -> 6359) - 388
(6415 -> 6427) - 320
(6415 -> 6399) - 16
(6415 -> 6539) - 208
(6415 -> 6314) - 101
(6415 -> 6415) - 0
(6415 -> 6347) - 134
(6415 -> 6472) - 259
(6415 -> 6468) - 263
(6415 -> 6381) - 350
(6415 -> 6478) - 219
(6415 -> 6308) - 107
(6415 -> 6336) - 361
(6415 -> 6363) - 334
(6415 -> 6584) - 371
(6415 -> 6435) - 282
(6415 -> 6545) - 392
(6415 -> 6423) - 294
(6415 -> 6491) - 362
(6415 -> 6548) - 281
(6415 -> 6315) - 374
(6415 -> 6577) - 364
(6415 -> 6365) - 374
(6415 -> 6313) - 574
(6415 -> 6551) - 488
(6415 -> 6443) - 332
(6415 -> 6470) - 201
(6415 -> 6331) - 396
(6415 -> 6490) - 279
(6415 -> 6411) - 228
(6415 -> 6572) - 443
(6415 -> 6380) - 367
(6415 -> 6526) - 397
(6415 -> 6518) - 269
(6415 -> 6560) - 431
(6415 -> 6436) - 223
(6415 -> 6556) - 291
Max Path: (6415 -> 6313) - 574

Path starting at vertex: 6347
(v1 -> v2) - Weighted Distance
(6347 -> 6499) - 366
(6347 -> 6525) - 340
(6347 -> 6590) - 275
(6347 -> 6576) - 295
(6347 -> 6414) - 457
(6347 -> 6476) - 195
(6347 -> 6540) - 259
(6347 -> 6567) - 304
(6347 -> 6502) - 307
(6347 -> 6581) - 300
(6347 -> 6566) - 285
(6347 -> 6354) - 291
(6347 -> 6417) - 316
(6347 -> 6368) - 483
(6347 -> 6378) - 345
(6347 -> 6374) - 93
(6347 -> 6382) - 351
(6347 -> 6420) - 225
(6347 -> 6375) - 312
(6347 -> 6554) - 403
(6347 -> 6492) - 287
(6347 -> 6300) - 105
(6347 -> 6305) - 100
(6347 -> 6444) - 249
(6347 -> 6552) - 205
(6347 -> 6405) - 352
(6347 -> 6538) - 195
(6347 -> 6328) - 429
(6347 -> 6536) - 189
(6347 -> 6493) - 264
(6347 -> 6394) - 241
(6347 -> 6402) - 153
(6347 -> 6585) - 238
(6347 -> 6534) - 191
(6347 -> 6376) - 29
(6347 -> 6587) - 392
(6347 -> 6442) - 193
(6347 -> 6516) - 463
(6347 -> 6428) - 237
(6347 -> 6530) - 335
(6347 -> 6568) - 411
(6347 -> 6327) - 356
(6347 -> 6343) - 530
(6347 -> 6344) - 373
(6347 -> 6500) - 303
(6347 -> 6496) - 187
(6347 -> 6440) - 389
(6347 -> 6555) - 274
(6347 -> 6383) - 350
(6347 -> 6580) - 299
(6347 -> 6457) - 176
(6347 -> 6452) - 377
(6347 -> 6377) - 330
(6347 -> 6504) - 223
(6347 -> 6461) - 246
(6347 -> 6494) - 213
(6347 -> 6409) - 298
(6347 -> 6317) - 150
(6347 -> 6465) - 184
(6347 -> 6307) - 160
(6347 -> 6333) - 52
(6347 -> 6387) - 106
(6347 -> 6379) - 232
(6347 -> 6367) - 266
(6347 -> 6312) - 321
(6347 -> 6527) - 246
(6347 -> 6515) - 168
(6347 -> 6479) - 246
(6347 -> 6453) - 274
(6347 -> 6462) - 311
(6347 -> 6565) - 284
(6347 -> 6330) - 395
(6347 -> 6397) - 216
(6347 -> 6342) - 131
(6347 -> 6520) - 205
(6347 -> 6337) - 156
(6347 -> 6473) - 192
(6347 -> 6372) - 121
(6347 -> 6434) - 153
(6347 -> 6463) - 260
(6347 -> 6326) - 309
(6347 -> 6421) - 372
(6347 -> 6389) - 404
(6347 -> 6388) - 339
(6347 -> 6352) - 433
(6347 -> 6408) - 423
(6347 -> 6486) - 315
(6347 -> 6482) - 383
(6347 -> 6359) - 442
(6347 -> 6427) - 256
(6347 -> 6399) - 150
(6347 -> 6539) - 258
(6347 -> 6314) - 33
(6347 -> 6415) - 134
(6347 -> 6347) - 0
(6347 -> 6472) - 125
(6347 -> 6468) - 129
(6347 -> 6381) - 216
(6347 -> 6478) - 267
(6347 -> 6308) - 97
(6347 -> 6336) - 463
(6347 -> 6363) - 436
(6347 -> 6584) - 303
(6347 -> 6435) - 214
(6347 -> 6545) - 324
(6347 -> 6423) - 226
(6347 -> 6491) - 294
(6347 -> 6548) - 317
(6347 -> 6315) - 410
(6347 -> 6577) - 296
(6347 -> 6365) - 306
(6347 -> 6313) - 560
(6347 -> 6551) - 518
(6347 -> 6443) - 240
(6347 -> 6470) - 259
(6347 -> 6331) - 340
(6347 -> 6490) - 319
(6347 -> 6411) - 160
(6347 -> 6572) - 375
(6347 -> 6380) - 405
(6347 -> 6526) - 329
(6347 -> 6518) - 305
(6347 -> 6560) - 363
(6347 -> 6436) - 155
(6347 -> 6556) - 327
Max Path: (6347 -> 6313) - 560

Path starting at vertex: 6472
(v1 -> v2) - Weighted Distance
(6472 -> 6499) - 363
(6472 -> 6525) - 337
(6472 -> 6590) - 400
(6472 -> 6576) - 286
(6472 -> 6414) - 448
(6472 -> 6476) - 314
(6472 -> 6540) - 322
(6472 -> 6567) - 295
(6472 -> 6502) - 212
(6472 -> 6581) - 291
(6472 -> 6566) - 296
(6472 -> 6354) - 416
(6472 -> 6417) - 397
(6472 -> 6368) - 494
(6472 -> 6378) - 402
(6472 -> 6374) - 212
(6472 -> 6382) - 408
(6472 -> 6420) - 350
(6472 -> 6375) - 415
(6472 -> 6554) - 510
(6472 -> 6492) - 318
(6472 -> 6300) - 230
(6472 -> 6305) - 225
(6472 -> 6444) - 270
(6472 -> 6552) - 330
(6472 -> 6405) - 477
(6472 -> 6538) - 320
(6472 -> 6328) - 554
(6472 -> 6536) - 314
(6472 -> 6493) - 389
(6472 -> 6394) - 366
(6472 -> 6402) - 278
(6472 -> 6585) - 363
(6472 -> 6534) - 316
(6472 -> 6376) - 154
(6472 -> 6587) - 473
(6472 -> 6442) - 318
(6472 -> 6516) - 544
(6472 -> 6428) - 352
(6472 -> 6530) - 416
(6472 -> 6568) - 492
(6472 -> 6327) - 375
(6472 -> 6343) - 649
(6472 -> 6344) - 392
(6472 -> 6500) - 422
(6472 -> 6496) - 206
(6472 -> 6440) - 464
(6472 -> 6555) - 381
(6472 -> 6383) - 407
(6472 -> 6580) - 406
(6472 -> 6457) - 283
(6472 -> 6452) - 484
(6472 -> 6377) - 449
(6472 -> 6504) - 330
(6472 -> 6461) - 365
(6472 -> 6494) - 332
(6472 -> 6409) - 417
(6472 -> 6317) - 155
(6472 -> 6465) - 303
(6472 -> 6307) - 279
(6472 -> 6333) - 177
(6472 -> 6387) - 225
(6472 -> 6379) - 351
(6472 -> 6367) - 347
(6472 -> 6312) - 390
(6472 -> 6527) - 353
(6472 -> 6515) - 225
(6472 -> 6479) - 355
(6472 -> 6453) - 381
(6472 -> 6462) - 418
(6472 -> 6565) - 403
(6472 -> 6330) - 484
(6472 -> 6397) - 335
(6472 -> 6342) - 256
(6472 -> 6520) - 330
(6472 -> 6337) - 275
(6472 -> 6473) - 311
(6472 -> 6372) - 240
(6472 -> 6434) - 272
(6472 -> 6463) - 317
(6472 -> 6326) - 434
(6472 -> 6421) - 447
(6472 -> 6389) - 479
(6472 -> 6388) - 446
(6472 -> 6352) - 516
(6472 -> 6408) - 498
(6472 -> 6486) - 372
(6472 -> 6482) - 464
(6472 -> 6359) - 499
(6472 -> 6427) - 313
(6472 -> 6399) - 275
(6472 -> 6539) - 377
(6472 -> 6314) - 158
(6472 -> 6415) - 259
(6472 -> 6347) - 125
(6472 -> 6472) - 0
(6472 -> 6468) - 4
(6472 -> 6381) - 91
(6472 -> 6478) - 316
(6472 -> 6308) - 222
(6472 -> 6336) - 526
(6472 -> 6363) - 499
(6472 -> 6584) - 422
(6472 -> 6435) - 333
(6472 -> 6545) - 443
(6472 -> 6423) - 345
(6472 -> 6491) - 413
(6472 -> 6548) - 442
(6472 -> 6315) - 535
(6472 -> 6577) - 415
(6472 -> 6365) - 425
(6472 -> 6313) - 679
(6472 -> 6551) - 575
(6472 -> 6443) - 297
(6472 -> 6470) - 384
(6472 -> 6331) - 371
(6472 -> 6490) - 224
(6472 -> 6411) - 279
(6472 -> 6572) - 494
(6472 -> 6380) - 524
(6472 -> 6526) - 448
(6472 -> 6518) - 430
(6472 -> 6560) - 482
(6472 -> 6436) - 280
(6472 -> 6556) - 452
Max Path: (6472 -> 6313) - 679

Path starting at vertex: 6468
(v1 -> v2) - Weighted Distance
(6468 -> 6499) - 359
(6468 -> 6525) - 333
(6468 -> 6590) - 398
(6468 -> 6576) - 282
(6468 -> 6414) - 444
(6468 -> 6476) - 310
(6468 -> 6540) - 318
(6468 -> 6567) - 291
(6468 -> 6502) - 208
(6468 -> 6581) - 287
(6468 -> 6566) - 292
(6468 -> 6354) - 420
(6468 -> 6417) - 393
(6468 -> 6368) - 490
(6468 -> 6378) - 398
(6468 -> 6374) - 208
(6468 -> 6382) - 404
(6468 -> 6420) - 354
(6468 -> 6375) - 411
(6468 -> 6554) - 506
(6468 -> 6492) - 314
(6468 -> 6300) - 234
(6468 -> 6305) - 229
(6468 -> 6444) - 266
(6468 -> 6552) - 334
(6468 -> 6405) - 481
(6468 -> 6538) - 324
(6468 -> 6328) - 558
(6468 -> 6536) - 318
(6468 -> 6493) - 393
(6468 -> 6394) - 370
(6468 -> 6402) - 282
(6468 -> 6585) - 367
(6468 -> 6534) - 320
(6468 -> 6376) - 158
(6468 -> 6587) - 469
(6468 -> 6442) - 322
(6468 -> 6516) - 540
(6468 -> 6428) - 348
(6468 -> 6530) - 412
(6468 -> 6568) - 488
(6468 -> 6327) - 371
(6468 -> 6343) - 645
(6468 -> 6344) - 388
(6468 -> 6500) - 418
(6468 -> 6496) - 202
(6468 -> 6440) - 460
(6468 -> 6555) - 377
(6468 -> 6383) - 403
(6468 -> 6580) - 402
(6468 -> 6457) - 279
(6468 -> 6452) - 480
(6468 -> 6377) - 445
(6468 -> 6504) - 326
(6468 -> 6461) - 361
(6468 -> 6494) - 328
(6468 -> 6409) - 413
(6468 -> 6317) - 151
(6468 -> 6465) - 299
(6468 -> 6307) - 275
(6468 -> 6333) - 181
(6468 -> 6387) - 221
(6468 -> 6379) - 347
(6468 -> 6367) - 343
(6468 -> 6312) - 386
(6468 -> 6527) - 349
(6468 -> 6515) - 221
(6468 -> 6479) - 351
(6468 -> 6453) - 377
(6468 -> 6462) - 414
(6468 -> 6565) - 399
(6468 -> 6330) - 480
(6468 -> 6397) - 331
(6468 -> 6342) - 260
(6468 -> 6520) - 334
(6468 -> 6337) - 271
(6468 -> 6473) - 307
(6468 -> 6372) - 236
(6468 -> 6434) - 268
(6468 -> 6463) - 313
(6468 -> 6326) - 438
(6468 -> 6421) - 443
(6468 -> 6389) - 475
(6468 -> 6388) - 442
(6468 -> 6352) - 512
(6468 -> 6408) - 494
(6468 -> 6486) - 368
(6468 -> 6482) - 460
(6468 -> 6359) - 495
(6468 -> 6427) - 309
(6468 -> 6399) - 279
(6468 -> 6539) - 373
(6468 -> 6314) - 162
(6468 -> 6415) - 263
(6468 -> 6347) - 129
(6468 -> 6472) - 4
(6468 -> 6468) - 0
(6468 -> 6381) - 87
(6468 -> 6478) - 312
(6468 -> 6308) - 226
(6468 -> 6336) - 522
(6468 -> 6363) - 495
(6468 -> 6584) - 418
(6468 -> 6435) - 329
(6468 -> 6545) - 439
(6468 -> 6423) - 341
(6468 -> 6491) - 409
(6468 -> 6548) - 440
(6468 -> 6315) - 539
(6468 -> 6577) - 411
(6468 -> 6365) - 421
(6468 -> 6313) - 675
(6468 -> 6551) - 571
(6468 -> 6443) - 293
(6468 -> 6470) - 388
(6468 -> 6331) - 367
(6468 -> 6490) - 220
(6468 -> 6411) - 275
(6468 -> 6572) - 490
(6468 -> 6380) - 520
(6468 -> 6526) - 444
(6468 -> 6518) - 434
(6468 -> 6560) - 478
(6468 -> 6436) - 284
(6468 -> 6556) - 456
Max Path: (6468 -> 6313) - 675

Path starting at vertex: 6381
(v1 -> v2) - Weighted Distance
(6381 -> 6499) - 272
(6381 -> 6525) - 246
(6381 -> 6590) - 311
(6381 -> 6576) - 195
(6381 -> 6414) - 357
(6381 -> 6476) - 295
(6381 -> 6540) - 231
(6381 -> 6567) - 204
(6381 -> 6502) - 121
(6381 -> 6581) - 200
(6381 -> 6566) - 205
(6381 -> 6354) - 345
(6381 -> 6417) - 306
(6381 -> 6368) - 403
(6381 -> 6378) - 311
(6381 -> 6374) - 275
(6381 -> 6382) - 317
(6381 -> 6420) - 299
(6381 -> 6375) - 324
(6381 -> 6554) - 419
(6381 -> 6492) - 227
(6381 -> 6300) - 321
(6381 -> 6305) - 316
(6381 -> 6444) - 179
(6381 -> 6552) - 287
(6381 -> 6405) - 434
(6381 -> 6538) - 301
(6381 -> 6328) - 511
(6381 -> 6536) - 303
(6381 -> 6493) - 346
(6381 -> 6394) - 445
(6381 -> 6402) - 369
(6381 -> 6585) - 352
(6381 -> 6534) - 305
(6381 -> 6376) - 245
(6381 -> 6587) - 382
(6381 -> 6442) - 409
(6381 -> 6516) - 453
(6381 -> 6428) - 261
(6381 -> 6530) - 325
(6381 -> 6568) - 401
(6381 -> 6327) - 284
(6381 -> 6343) - 626
(6381 -> 6344) - 301
(6381 -> 6500) - 401
(6381 -> 6496) - 115
(6381 -> 6440) - 373
(6381 -> 6555) - 290
(6381 -> 6383) - 316
(6381 -> 6580) - 315
(6381 -> 6457) - 192
(6381 -> 6452) - 393
(6381 -> 6377) - 462
(6381 -> 6504) - 239
(6381 -> 6461) - 386
(6381 -> 6494) - 395
(6381 -> 6409) - 334
(6381 -> 6317) - 238
(6381 -> 6465) - 366
(6381 -> 6307) - 342
(6381 -> 6333) - 268
(6381 -> 6387) - 288
(6381 -> 6379) - 270
(6381 -> 6367) - 256
(6381 -> 6312) - 299
(6381 -> 6527) - 262
(6381 -> 6515) - 134
(6381 -> 6479) - 264
(6381 -> 6453) - 290
(6381 -> 6462) - 327
(6381 -> 6565) - 350
(6381 -> 6330) - 393
(6381 -> 6397) - 398
(6381 -> 6342) - 347
(6381 -> 6520) - 319
(6381 -> 6337) - 338
(6381 -> 6473) - 306
(6381 -> 6372) - 277
(6381 -> 6434) - 335
(6381 -> 6463) - 226
(6381 -> 6326) - 363
(6381 -> 6421) - 356
(6381 -> 6389) - 388
(6381 -> 6388) - 355
(6381 -> 6352) - 425
(6381 -> 6408) - 407
(6381 -> 6486) - 281
(6381 -> 6482) - 373
(6381 -> 6359) - 408
(6381 -> 6427) - 222
(6381 -> 6399) - 366
(6381 -> 6539) - 376
(6381 -> 6314) - 249
(6381 -> 6415) - 350
(6381 -> 6347) - 216
(6381 -> 6472) - 91
(6381 -> 6468) - 87
(6381 -> 6381) - 0
(6381 -> 6478) - 293
(6381 -> 6308) - 313
(6381 -> 6336) - 435
(6381 -> 6363) - 408
(6381 -> 6584) - 485
(6381 -> 6435) - 360
(6381 -> 6545) - 470
(6381 -> 6423) - 348
(6381 -> 6491) - 416
(6381 -> 6548) - 353
(6381 -> 6315) - 524
(6381 -> 6577) - 396
(6381 -> 6365) - 406
(6381 -> 6313) - 656
(6381 -> 6551) - 484
(6381 -> 6443) - 206
(6381 -> 6470) - 475
(6381 -> 6331) - 280
(6381 -> 6490) - 133
(6381 -> 6411) - 316
(6381 -> 6572) - 497
(6381 -> 6380) - 453
(6381 -> 6526) - 451
(6381 -> 6518) - 419
(6381 -> 6560) - 485
(6381 -> 6436) - 371
(6381 -> 6556) - 409
Max Path: (6381 -> 6313) - 656

Path starting at vertex: 6478
(v1 -> v2) - Weighted Distance
(6478 -> 6499) - 175
(6478 -> 6525) - 149
(6478 -> 6590) - 214
(6478 -> 6576) - 98
(6478 -> 6414) - 260
(6478 -> 6476) - 198
(6478 -> 6540) - 62
(6478 -> 6567) - 107
(6478 -> 6502) - 172
(6478 -> 6581) - 103
(6478 -> 6566) - 108
(6478 -> 6354) - 320
(6478 -> 6417) - 257
(6478 -> 6368) - 306
(6478 -> 6378) - 296
(6478 -> 6374) - 218
(6478 -> 6382) - 292
(6478 -> 6420) - 350
(6478 -> 6375) - 341
(6478 -> 6554) - 520
(6478 -> 6492) - 278
(6478 -> 6300) - 314
(6478 -> 6305) - 309
(6478 -> 6444) - 230
(6478 -> 6552) - 316
(6478 -> 6405) - 463
(6478 -> 6538) - 302
(6478 -> 6328) - 540
(6478 -> 6536) - 300
(6478 -> 6493) - 375
(6478 -> 6394) - 294
(6478 -> 6402) - 206
(6478 -> 6585) - 349
(6478 -> 6534) - 298
(6478 -> 6376) - 238
(6478 -> 6587) - 487
(6478 -> 6442) - 246
(6478 -> 6516) - 558
(6478 -> 6428) - 362
(6478 -> 6530) - 470
(6478 -> 6568) - 506
(6478 -> 6327) - 275
(6478 -> 6343) - 533
(6478 -> 6344) - 292
(6478 -> 6500) - 304
(6478 -> 6496) - 378
(6478 -> 6440) - 348
(6478 -> 6555) - 399
(6478 -> 6383) - 291
(6478 -> 6580) - 424
(6478 -> 6457) - 301
(6478 -> 6452) - 502
(6478 -> 6377) - 455
(6478 -> 6504) - 348
(6478 -> 6461) - 371
(6478 -> 6494) - 338
(6478 -> 6409) - 423
(6478 -> 6317) - 161
(6478 -> 6465) - 293
(6478 -> 6307) - 285
(6478 -> 6333) - 259
(6478 -> 6387) - 231
(6478 -> 6379) - 357
(6478 -> 6367) - 307
(6478 -> 6312) - 404
(6478 -> 6527) - 371
(6478 -> 6515) - 359
(6478 -> 6479) - 353
(6478 -> 6453) - 399
(6478 -> 6462) - 436
(6478 -> 6565) - 369
(6478 -> 6330) - 344
(6478 -> 6397) - 341
(6478 -> 6342) - 204
(6478 -> 6520) - 284
(6478 -> 6337) - 281
(6478 -> 6473) - 317
(6478 -> 6372) - 246
(6478 -> 6434) - 240
(6478 -> 6463) - 381
(6478 -> 6326) - 362
(6478 -> 6421) - 331
(6478 -> 6389) - 363
(6478 -> 6388) - 364
(6478 -> 6352) - 400
(6478 -> 6408) - 382
(6478 -> 6486) - 426
(6478 -> 6482) - 518
(6478 -> 6359) - 553
(6478 -> 6427) - 447
(6478 -> 6399) - 203
(6478 -> 6539) - 345
(6478 -> 6314) - 278
(6478 -> 6415) - 219
(6478 -> 6347) - 267
(6478 -> 6472) - 316
(6478 -> 6468) - 312
(6478 -> 6381) - 293
(6478 -> 6478) - 0
(6478 -> 6308) - 170
(6478 -> 6336) - 266
(6478 -> 6363) - 239
(6478 -> 6584) - 412
(6478 -> 6435) - 263
(6478 -> 6545) - 373
(6478 -> 6423) - 251
(6478 -> 6491) - 319
(6478 -> 6548) - 256
(6478 -> 6315) - 489
(6478 -> 6577) - 299
(6478 -> 6365) - 309
(6478 -> 6313) - 563
(6478 -> 6551) - 469
(6478 -> 6443) - 401
(6478 -> 6470) - 332
(6478 -> 6331) - 385
(6478 -> 6490) - 184
(6478 -> 6411) - 285
(6478 -> 6572) - 400
(6478 -> 6380) - 428
(6478 -> 6526) - 354
(6478 -> 6518) - 416
(6478 -> 6560) - 388
(6478 -> 6436) - 362
(6478 -> 6556) - 438
Max Path: (6478 -> 6313) - 563

Path starting at vertex: 6308
(v1 -> v2) - Weighted Distance
(6308 -> 6499) - 345
(6308 -> 6525) - 319
(6308 -> 6590) - 310
(6308 -> 6576) - 268
(6308 -> 6414) - 430
(6308 -> 6476) - 292
(6308 -> 6540) - 232
(6308 -> 6567) - 277
(6308 -> 6502) - 342
(6308 -> 6581) - 273
(6308 -> 6566) - 278
(6308 -> 6354) - 330
(6308 -> 6417) - 405
(6308 -> 6368) - 476
(6308 -> 6378) - 384
(6308 -> 6374) - 190
(6308 -> 6382) - 384
(6308 -> 6420) - 264
(6308 -> 6375) - 351
(6308 -> 6554) - 486
(6308 -> 6492) - 326
(6308 -> 6300) - 144
(6308 -> 6305) - 139
(6308 -> 6444) - 288
(6308 -> 6552) - 244
(6308 -> 6405) - 391
(6308 -> 6538) - 230
(6308 -> 6328) - 468
(6308 -> 6536) - 228
(6308 -> 6493) - 303
(6308 -> 6394) - 182
(6308 -> 6402) - 126
(6308 -> 6585) - 277

(6308 -> 6534) - 226
(6308 -> 6376) - 68
(6308 -> 6587) - 375
(6308 -> 6442) - 134
(6308 -> 6516) - 446
(6308 -> 6428) - 334
(6308 -> 6530) - 374
(6308 -> 6568) - 394
(6308 -> 6327) - 395
(6308 -> 6343) - 619
(6308 -> 6344) - 412
(6308 -> 6500) - 400
(6308 -> 6496) - 226
(6308 -> 6440) - 442
(6308 -> 6555) - 363
(6308 -> 6383) - 385
(6308 -> 6580) - 382
(6308 -> 6457) - 265
(6308 -> 6452) - 466
(6308 -> 6377) - 383
(6308 -> 6504) - 306
(6308 -> 6461) - 343
(6308 -> 6494) - 310
(6308 -> 6409) - 395
(6308 -> 6317) - 247
(6308 -> 6465) - 281
(6308 -> 6307) - 257
(6308 -> 6333) - 149
(6308 -> 6387) - 203
(6308 -> 6379) - 329
(6308 -> 6367) - 355
(6308 -> 6312) - 410
(6308 -> 6527) - 329
(6308 -> 6515) - 207
(6308 -> 6479) - 281
(6308 -> 6453) - 357
(6308 -> 6462) - 394
(6308 -> 6565) - 289
(6308 -> 6330) - 430
(6308 -> 6397) - 313
(6308 -> 6342) - 34
(6308 -> 6520) - 240
(6308 -> 6337) - 253
(6308 -> 6473) - 289
(6308 -> 6372) - 218
(6308 -> 6434) - 250
(6308 -> 6463) - 299
(6308 -> 6326) - 250
(6308 -> 6421) - 345
(6308 -> 6389) - 377
(6308 -> 6388) - 378
(6308 -> 6352) - 414
(6308 -> 6408) - 396
(6308 -> 6486) - 354
(6308 -> 6482) - 422
(6308 -> 6359) - 481
(6308 -> 6427) - 295
(6308 -> 6399) - 123
(6308 -> 6539) - 315
(6308 -> 6314) - 130
(6308 -> 6415) - 107
(6308 -> 6347) - 97
(6308 -> 6472) - 222
(6308 -> 6468) - 226
(6308 -> 6381) - 313
(6308 -> 6478) - 170
(6308 -> 6308) - 0
(6308 -> 6336) - 436
(6308 -> 6363) - 409
(6308 -> 6584) - 400
(6308 -> 6435) - 311
(6308 -> 6545) - 421
(6308 -> 6423) - 323
(6308 -> 6491) - 391
(6308 -> 6548) - 352
(6308 -> 6315) - 445
(6308 -> 6577) - 393
(6308 -> 6365) - 403
(6308 -> 6313) - 649
(6308 -> 6551) - 557
(6308 -> 6443) - 279
(6308 -> 6470) - 162
(6308 -> 6331) - 391
(6308 -> 6490) - 354
(6308 -> 6411) - 257
(6308 -> 6572) - 472
(6308 -> 6380) - 442
(6308 -> 6526) - 426
(6308 -> 6518) - 344
(6308 -> 6560) - 460
(6308 -> 6436) - 252
(6308 -> 6556) - 366
Max Path: (6308 -> 6313) - 649

Path starting at vertex: 6336
(v1 -> v2) - Weighted Distance
(6336 -> 6499) - 317
(6336 -> 6525) - 291
(6336 -> 6590) - 254
(6336 -> 6576) - 240
(6336 -> 6414) - 402
(6336 -> 6476) - 340
(6336 -> 6540) - 204
(6336 -> 6567) - 249
(6336 -> 6502) - 314
(6336 -> 6581) - 245
(6336 -> 6566) - 250
(6336 -> 6354) - 462
(6336 -> 6417) - 399
(6336 -> 6368) - 448
(6336 -> 6378) - 438
(6336 -> 6374) - 442
(6336 -> 6382) - 434
(6336 -> 6420) - 492
(6336 -> 6375) - 483
(6336 -> 6554) - 598
(6336 -> 6492) - 420
(6336 -> 6300) - 516
(6336 -> 6305) - 521
(6336 -> 6444) - 372
(6336 -> 6552) - 356
(6336 -> 6405) - 427
(6336 -> 6538) - 342
(6336 -> 6328) - 580
(6336 -> 6536) - 340
(6336 -> 6493) - 415
(6336 -> 6394) - 436
(6336 -> 6402) - 348
(6336 -> 6585) - 389
(6336 -> 6534) - 338
(6336 -> 6376) - 492
(6336 -> 6587) - 629
(6336 -> 6442) - 388
(6336 -> 6516) - 700
(6336 -> 6428) - 558
(6336 -> 6530) - 602
(6336 -> 6568) - 648
(6336 -> 6327) - 417
(6336 -> 6343) - 675
(6336 -> 6344) - 434
(6336 -> 6500) - 344
(6336 -> 6496) - 542
(6336 -> 6440) - 490
